Incident number,Date,Title,Organization,City,State,URL,Hate Incident,New Incident,Day of Incident,Month of Incident,Year of Incident,Violent,Num Victims,Num Perp,Num Deaths,Issue Identity,Incident City,Incident State,Incident Type,Inc Intensity,Notes
2534,6/14/2017,Shot in the Dark,shotinthedark.info,Saint Paul,MN,http://www.shotinthedark.info/wp/?cat=377,,,,,,,,,,,,,,,
2535,6/14/2017,Attacks on Police in Texas are Hate Crimes under 2017 Police Protection Act,dallasjustice.com,Dallas,TX,http://www.dallasjustice.com/attacks-police-texas-hate-crimes-2017-police-protection-act/,,,,,,,,,,,,,,,
2536,6/14/2017,"Local gay center holds vigil to honor Orlando victims, feels targeted",KYMA,Yuma,AZ,http://www.kyma.com/news/local-gay-center-holds-vigil-to-honor-orlando-victims-feels-targeted/541877436,,,,,,,,,,,,,,,
2537,6/14/2017,"Senate Hearing Targets Muslims, Makes Us All Less Safe",HuffPost,New York,NY,http://www.huffingtonpost.com/entry/senate-hearing-targets-muslims-makes-us-all-less-safe_us_59417901e4b04c03fa26177d,,,,,,,,,,,,,,,
2538,6/14/2017,Violence Against LGBTQ People Is Rising — This New Bill Aims To Help,Refinery29,New York,NY,http://www.refinery29.com/2017/06/159130/violence-against-lgbtq-people-pride-act,,,,,,,,,,,,,,,
2539,6/14/2017,"These Muslim kids are only in elementary school — and in the classroom, they're called terrorists",Mic,New York,NY,https://mic.com/articles/179866/these-muslim-kids-are-only-in-elementary-school-and-in-the-classroom-theyre-called-terrorists,,,,,,,,,,,,,,,
2540,6/14/2017,Police investigating possible hate crime after racial graffiti found on home,NEWS10 ABC,Albany,New York,http://news10.com/2017/06/14/police-investigating-possible-hate-crime-after-racial-graffiti-found-on-home/,,,,,,,,,,,,,,,
2541,6/14/2017,Regardless of Our Views – This Is Not Who We Are,cajunscomments.com,Birmingham,AL,http://www.cajunscomments.com/regardless-of-our-views-this-is-not-who-we-are/,,,,,,,,,,,,,,,
2542,6/14/2017,Racist post fines on social media firms illegal: German parliament body,Reuters,,,https://www.reuters.com/article/us-germany-socialmedia-hatecrime-idUSKBN195227?il=0,,,,,,,,,,,,,,,
2543,6/14/2017,New Haven Family Says Son's Beating Was a Hate Crime,WANE,Fort Wayne,IN,https://www.youtube.com/watch?v=HcJWhBvexPc,,,,,,,,,,,,,,,
2544,6/14/2017,Family says assault on 15-year-old-son was a hate crime,WANE,Fort Wayne,IN,http://wane.com/2017/06/14/family-thinks-assault-on-15-year-old-son-was-a-hate-crime/,,,,,,,,,,,,,,,
2545,6/14/2017,Family: Assault on 15-year-old-son was hate crime,WISH-TV,Indianapolis,IN,http://wishtv.com/2017/06/14/family-assault-on-15-year-old-son-was-hate-crime/,,,,,,,,,,,,,,,
2546,6/14/2017,Sikhs face 'growing wave of hostility',Lima Ohio,Lima,Ohio,http://limaohio.com/news/religion/248721/sikhs-face-growing-wave-of-hostility,,,,,,,,,,,,,,,
2547,6/14/2017,Galveston restaurant shut down due to anti-muslim threats,CW39,Houston,Texas,http://cw39.com/2017/06/14/galveston-restaurant-shut-down-anti-muslim-threats/,,,,,,,,,,,,,,,
2548,6/14/2017,Hate Crimes,westchesterda.net,Mount Kisco,NY,http://www.westchesterda.net/crime-prevention/hate-crimes,,,,,,,,,,,,,,,
2549,6/14/2017,"Johnstown City Council approves new police chief, passes hate-crimes bill",TribDem.com,Johnstown,PA,http://www.tribdem.com/news/johnstown-city-council-approves-new-police-chief-passes-hate-crimes/article_135109c6-517d-11e7-96ae-0775cab90396.html,,,,,,,,,,,,,,,
2550,6/14/2017,No jail for man in gay hate crime,KeysNews.com,Key West,FL,https://keysnews.com/article/story/no-jail-for-man-in-gay-hate-crime/,,,,,,,,,,,,,,,
2551,6/15/2017,Register for Safe Place,St. Petersburg Police Department,St. Petersburg,Florida,http://police.stpete.org/cache/safe-place.html,,,,,,,,,,,,,,,
2552,6/15/2017,Was the Richard Collins UMD Murder a Hate Crime?,Afro American,Baltimore,MD,https://afro.com/richard-collins-umd-murder-hate-crime/,,,,,,,,,,,,,,,
2553,6/15/2017,St. Pete aims to prevent hate crimes with SAFE PLACE decals,WFLA,Tampa,Florida,http://wfla.com/2017/06/15/st-pete-aims-to-prevent-hate-crimes-with-safe-place-decals/,,,,,,,,,,,,,,,
2554,6/15/2017,"In mono-racial Portland, 'white supremacists can hide in plain sight'",Street Roots News,Portland,Oregon,http://news.streetroots.org/2017/06/09/mono-racial-portland-white-supremacists-can-hide-plain-sight,,,,,,,,,,,,,,,
2555,6/15/2017,Johnstown City Council passes hate crimes ordinance,WJAC Johnstown,Johnstown,PA,http://wjactv.com/news/local/johnstown-city-council-passes-hate-crimes-ordinance,,,,,,,,,,,,,,,
2556,6/15/2017,Report: 200 Anti-Trump Hate Crimes Nationwide,resistancemedia.org,Ashburn,VA,http://www.resistancemedia.org/2017/06/report-200-confirmed-anti-trump-hate.html,,,,,,,,,,,,,,,
2557,6/15/2017,Need Help? Find a 'Safe Place' in St. Pete,TB Reporter,,,http://www.tbreporter.com/public-safety/help-find-safe-place-st-pete/,,,,,,,,,,,,,,,
2558,6/15/2017,"Texas restaurant closing down after receiving anti-muslim threats, being vandalized with bacon",cw33.com,Dallas,TX,http://cw33.com/2017/06/15/texas-restaurant-closing-down-after-receiving-anti-muslim-threats-being-vandalized-with-bacon/,,,,,,,,,,,,,,,
2559,6/15/2017,"Group used racial slurs during 'unprovoked' assault of victim, Fulton Police say",CNYcentral.com,Syracuse,NY,http://cnycentral.com/news/local/group-used-racial-slurs-during-unprovoked-assault-of-victim-fulton-police-say,,,,,,,,,,,,,,,
2560,6/15/2017,Fulton Group Charged With Hate Crime,Oswego Daily News,Oswego,NY,https://oswegocountytoday.com/fulton-group-charged-with-hate-crime/,,,,,,,,,,,,,,,
2561,6/15/2017,"5 Central NY men charged with hate crimes for severely beating man, police say",Syracuse.com,Syracuse,NY,http://www.syracuse.com/crime/index.ssf/2017/06/5_charged_with_hate-crime_assault_after_beating_man_in_fulton_police_say.html,,,,,,,,,,,,,,,
2562,6/15/2017,New Haven Mayor addresses alleged assault,wpta21.com,Grabill,IN,http://www.wpta21.com/story/35674821/new-haven-mayor-addresses-alleged-hate-crime,,,,,,,,,,,,,,,
2563,6/15/2017,New Haven mayor responds to 'hate crime' report,WANE,Fort Wayne,IN,http://wane.com/2017/06/15/new-haven-mayor-responds-to-hate-crime-report/,,,,,,,,,,,,,,,
2564,6/15/2017,Tireless advocate Ruby Corado is taking on LGBTQ homelessness,AOL,Dulles,VA,https://www.aol.com/article/news/2017/06/15/tireless-advocate-ruby-corado-dc-lgbtq-homelessness/22315302/,,,,,,,,,,,,,,,
2565,6/15/2017,Police Reports Detail Nature of Fulton Hate Crime,Oswego Daily News,Oswego,NY,https://oswegocountytoday.com/police-reports-detail-nature-of-fulton-hate-crime/,,,,,,,,,,,,,,,
2566,6/15/2017,Racist teens threaten to kill all Black students at school in Silicon Valley,Rolling Out,Atlanta,GA,http://rollingout.com/2017/06/15/racist-teens-not-punished-threat-kill-black-students-school/,,,,,,,,,,,,,,,
2567,6/15/2017,Boise police investigating attack as possible hate crime,KTVB,Boise,ID,http://www.ktvb.com/news/crime/boise-police-investigating-attack-as-possible-hate-crime/449390531,,,,,,,,,,,,,,,
2568,6/15/2017,Boise police say reported assault may be a hate crime,Idaho Statesman,Boise,ID,http://www.idahostatesman.com/news/local/crime/article156394169.html,,,,,,,,,,,,,,,
2569,6/15/2017,Reflections on the Alexandria Shooting,New York Times,New York,NY,https://www.nytimes.com/2017/06/15/opinion/reflections-on-the-alexandria-shooting.html,,,,,,,,,,,,,,,
2570,6/15/2017,Whose Violence?,Jacobin magazine,,,https://www.jacobinmag.com/2017/06/steve-scalise-shooting-right-wing-violence-bernie-sanders,,,,,,,,,,,,,,,
2571,6/15/2017,2 San Jacinto vandalism cases investigated as hate crimes,KABC-TV,Los Angeles,CA,http://abc7.com/news/2-san-jacinto-vandalism-cases-investigated-as-hate-crimes/2104391/,,,,,,,,,,,,,,,
2572,6/15/2017,"Five face assault, hate crime charges in Fulton",oswegocountynewsnow.com,Oswego,NY,http://www.oswegocountynewsnow.com/news/local/five-face-assault-hate-crime-charges-in-fulton/article_38fabdba-5205-11e7-8283-6fff832b66c6.html,,,,,,,,,,,,,,,
2573,6/15/2017,Black Man Who Says He Was Given Noose as Gift Concerned Hate Crime is Not Being Vigorously Prosecuted,NY1,,NY,http://www.ny1.com/nyc/all-boroughs/news/2017/06/15/black-man-who-says-he-was-given-noose-as-gift-concerned-hate-crime-is-not-being-vigorously-prosecuted.html,,,,,,,,,,,,,,,
2574,6/15/2017,Charges: Men threatened in Bellevue with racial slurs,seattlepi.com,Seattle,WA,http://www.seattlepi.com/local/crime/article/Charges-Man-threatened-men-in-Bellevue-with-11223618.php,,,,,,,,,,,,,,,
2575,6/15/2017,"Hate Crime Probed After 'N' Word, Swastika Found Spray Painted on Woman's Car",NBC Southern California,Los Angeles,CA,http://www.nbclosangeles.com/news/local/Racial-Slur-Nazi-Symbol-Spray-Painted-on-Womans-Car-428749613.html,,,,,,,,,,,,,,,
2576,6/15/2017,Recorded threats at mosque lead to federal hate crime charge,Washington Times,Washington,DC,http://www.washingtontimes.com/news/2017/jun/15/recorded-threats-at-mosque-lead-to-federal-hate-cr/,,,,,,,,,,,,,,,
2577,6/15/2017,Man Charged with Federal Hate Crime For Threats Made to Miami Gardens Mosque,NBC 6 South Florida,Miami,FL,http://www.nbcmiami.com/news/local/Man-Charged-with-Federal-Hate-Crime-For-Threats-Made-to-Miami-Gardens-Mosque-428757083.html,,,,,,,,,,,,,,,
2578,6/15/2017,Groups Anticipate Gov. Rauner Will Sign Anti-Hate Measure,CBS Chicago,,,http://chicago.cbslocal.com/2017/06/15/groups-anticipate-gov-rauner-will-sign-anti-hate-measure/,,,,,,,,,,,,,,,
2579,6/15/2017,Miami Man Faces Hate Crimes Charges In Threat To Islamic Center,CBS Miami,,,http://miami.cbslocal.com/2017/06/15/gerald-wallace-islamic-center-threat/,,,,,,,,,,,,,,,
2580,6/15/2017,"Anti-Semitic incidents in Colorado continue to spike, new audit shows",The Denver Channel,Denver,CO,http://www.thedenverchannel.com/news/crime/anti-semitic-incidents-in-colorado-continue-to-spike-new-audit-shows,,,,,,,,,,,,,,,
2581,6/15/2017,New Haven family believes race behind attack on teen,Fort Wayne Journal Gazette,Fort Wayne,IN,http://www.journalgazette.net/news/local/police-fire/20170616/new-haven-family-believes-race-behind-attack-on-teen,,,,,,,,,,,,,,,
2582,6/15/2017,San Jacinto vandalism considered a hate crime,Press-Enterprise,Riverside,CA,http://www.pe.com/2017/06/15/san-jacinto-vandalism-considered-a-hate-crime/,,,,,,,,,,,,,,,
2583,6/15/2017,"Racial Slur, Swastikas Spray-Painted On San Jacinto Woman's Car",CBS Los Angeles,,,http://losangeles.cbslocal.com/2017/06/15/racial-slur-swastikas-car-vandalism/,,,,,,,,,,,,,,,
2584,6/16/2017,Prosecutors charge man with hate crime after death threats,KIRO Seattle,Seattle,WA,http://www.kiro7.com/news/local/prosecutors-charge-man-with-hate-crime-after-death-threats/534145964,,,,,,,,,,,,,,,
2585,6/16/2017,Christine M. Flowers: Attack on Scalise was a hate crime,Holland Sentinel,Holland,Michigan,http://www.hollandsentinel.com/news/20170618/christine-m-flowers-attack-on-scalise-was-hate-crime,,,,,,,,,,,,,,,
2586,6/16/2017,Expelled UAlbany students get probation in bogus hate crime case,Albany Times Union,Albany,NY,http://www.timesunion.com/news/article/UAlbany-students-face-sentencing-in-bus-brawl-11224727.php,,,,,,,,,,,,,,,
2587,6/16/2017,"Lil Wayne Sued By Security Guard For An Alleged ""Hate Crime""",Celebrity Net Worth,,,https://www.celebritynetworth.com/articles/music-news/lil-wayne-sued-security-guard-alleged-hate-crime/,,,,,,,,,,,,,,,
2588,6/16/2017,"The Hate Report: In Canada, anti-Muslim hate crime skyrockets",Reveal,Emeryville,CA,https://www.revealnews.org/blog/hate-report-in-canada-anti-muslim-hate-crime-skyrockets/,,,,,,,,,,,,,,,
2589,6/16/2017,Greene County woman charged with hate crime after Thruway incident,The Daily Freeman,Kingston,NY,http://www.dailyfreeman.com/general-news/20170616/greene-county-woman-charged-with-hate-crime-after-thruway-incident,,,,,,,,,,,,,,,
2590,6/16/2017,"2 former UAlbany students sentenced to 3 years probation, community service for roles in CDTA bus assault",NEWS10 ABC,Albany,New York,http://news10.com/2017/06/16/2-former-ualbany-students-sentenced-to-3-years-probation-community-service-for-roles-in-cdta-bus-assault/,,,,,,,,,,,,,,,
2591,6/16/2017,Attack on Scalise was a hate crime,Dallas News,Dallas,TX,https://www.dallasnews.com/opinion/commentary/2017/06/16/attack-scalise-hate-crime,,,,,,,,,,,,,,,
2592,6/16/2017,Marc Fliedner Makes History As The First Openly Gay Candidate For Brooklyn District Attorney,HuffPost,New York,NY,http://www.huffingtonpost.com/entry/marc-fliedner-makes-history-as-the-first-openly-gay_us_5943f23de4b024b7e0df4b3c,,,,,,,,,,,,,,,
2593,6/16/2017,Former UAlbany students get probation in made-up hate crime case,NewYorkUpstate.com,,,http://www.newyorkupstate.com/albany/2017/06/former_ualbany_students_get_probation_in_made-up_hate_crime_case.html,,,,,,,,,,,,,,,
2594,6/16/2017,Probation ordered in case of falsely reported hate crime,The Daily Gazette,Schenectady,NY,https://dailygazette.com/article/2017/06/16/probation-ordered-in-case-of-falsely-reported-hate-crime,,,,,,,,,,,,,,,
2595,6/16/2017,Portland sees increase of hate crime reports in 2017,KATU,Portland,OR,http://katu.com/news/local/portland-sees-increase-of-hate-crime-reports-in-2017,,,,,,,,,,,,,,,
2596,6/16/2017,Canadians Could Face Hate Crimes Over Using The Wrong Gender Pronouns,The Daily Caller,Washington,DC,http://dailycaller.com/2017/06/16/canada-passes-law-criminalizing-use-of-wrong-gender-pronouns/,,,,,,,,,,,,,,,
2597,6/16/2017,Boise Police Investigating Possible Hate Crime,Boise Weekly,Boise,ID,https://www.boiseweekly.com/boise/boise-police-investigating-possible-hate-crime/Content?oid=5582593,,,,,,,,,,,,,,,
2598,6/16/2017,Canada Law Makes It Illegal To Use Wrong Gender Pronouns – OpEd,Eurasia Review,Madrid,,http://www.eurasiareview.com/20062017-canada-law-makes-it-illegal-to-use-wrong-gender-pronouns-oped/,,,,,,,,,,,,,,,
2599,6/16/2017,Canada Passes Law Criminalizing Use Of Wrong Gender Pronouns,The Libertarian Republic,Alexandria,Virginia,http://thelibertarianrepublic.com/canada-passes-law-criminalizing-use-wrong-gender-pronouns/,,,,,,,,,,,,,,,
2600,6/16/2017,Man Charged With Hate Crime In Threat To Mosque,Patch.com,New York,,https://patch.com/florida/miami/man-charged-hate-crime-threat-mosque,,,,,,,,,,,,,,,
2601,6/16/2017,Review Sought Of French Cops' Inaction During Jew's Killing By Muslim,Forward,New York,NY,http://forward.com/fast-forward/374898/ex-police-boss-seeks-review-of-french-cops-inaction-during-jew-s-killing-by/,,,,,,,,,,,,,,,
2602,6/16/2017,Why former Google employee was set free for hate crime vandalism of Davis mosque,Sacramento Bee,Sacramento,CA,http://www.sacbee.com/news/local/crime/article156579629.html,,,,,,,,,,,,,,,
2603,6/16/2017,I will make you disappear': Trump supporter charged with hate crime over racist threats,Raw Story,Cambridge,MA,http://www.rawstory.com/2017/06/i-will-make-you-disappear-trump-supporter-charged-with-hate-crime-over-racist-threats/,,,,,,,,,,,,,,,
2604,6/16/2017,Canada Passes Bill Expanding Transgender Protections,Newsmax,West Palm Beach,FL,http://www.newsmax.com/Newsfront/canada-passes-bill-expanding/2017/06/16/id/796541/,,,,,,,,,,,,,,,
2605,6/16/2017,"Overall, police reported 469 Criminal Code incidents in 2015 that were motivated by hatred of a religion, 40 more incidents than the previous year. These accounted for 35% of hate-motivated crimes reported in 2015.",Tablet Magazine,New York,NY,http://www.tabletmag.com/scroll/237870/canadian-jews-are-top-target-of-hate-crimes-according-to-government-study,,,,,,,,,,,,,,,
2606,6/16/2017,"Report Examines Trends In LGBTQ, HIV-Affected Hate Violence",fenwayfocus.org,Boston,MA,http://fenwayfocus.org/2017/06/report-examines-trends-in-lgbtq-hiv-affected-hate-violence/,,,,,,,,,,,,,,,
2607,6/16/2017,Documenting Hate: Post and Courier joins national effort to identify hate crimes,Charleston Post Courier,Charleston,SC,http://www.postandcourier.com/news/documenting-hate-post-and-courier-joins-national-effort-to-identify/article_60fab66a-4f9b-11e7-b6d8-5ba4bfb6e925.html,,,,,,,,,,,,,,,
2608,6/16/2017,Davis hate crime suspect sentenced to five years formal probation,Daily Democrat,Woodland,CA,http://www.dailydemocrat.com/article/NI/20170616/NEWS/170619928,,,,,,,,,,,,,,,
2609,6/16/2017,Group holds peace rally in wake of 'hate crime',WANE,Fort Wayne,IN,http://wane.com/2017/06/16/group-holds-peace-rally-in-wake-of-hate-crime/,,,,,,,,,,,,,,,
2610,6/16/2017,Trump Supporter Accused Of Gay Bashing Couple Avoids Jail After They Fail To 'Hug It Out' With Him,The Inquisitr,Tampa,Florida,http://www.inquisitr.com/4298831/trump-gay-bashing-no-jail-time-group-hug/,,,,,,,,,,,,,,,
2611,6/16/2017,Don't Blame the Left for Political Violence in America: The Problem Lies with the Right,In These Times,Chicago,IL,http://inthesetimes.com/article/20240/left_political_violence_Virginia_Hodgkinson_Scalise,,,,,,,,,,,,,,,
2612,6/16/2017,Woman Gets Probation For Leaving Bacon At Davis Mosque,CBS San Francisco Bay Area,,,http://sanfrancisco.cbslocal.com/2017/06/16/davis-mosque-vandalism-lauren-kirk-coehlo-probation/,,,,,,,,,,,,,,,
2613,6/16/2017,Woman who vandalized Davis mosque gets probation,KCRA Sacramento,Sacramento,CA,http://www.kcra.com/article/woman-who-vandalized-davis-mosque-gets-probation/10034592,,,,,,,,,,,,,,,
2614,6/16/2017,Fulton Mayor: Hate crime suspects previously made a threat on my doorstep,CNYcentral.com,Syracuse,NY,http://cnycentral.com/news/local/fulton-mayor-hate-crime-suspects-previously-made-a-threat-on-my-doorstep,,,,,,,,,,,,,,,
2615,6/16/2017,Davis-Martin verdict inspires push for Indiana hate crime legislation,WNDU-TV,South Bend,IN,http://www.wndu.com/content/news/Davis-Martin-verdict-inspires-a-call-for-Indiana-hate-crime-legislation-428958503.html,,,,,,,,,,,,,,,
2616,6/16/2017,She admitted she trashed a mosque as a sick taunt. She got probation. How is that justice?,Sacramento Bee,Sacramento,CA,http://www.sacbee.com/news/local/news-columns-blogs/marcos-breton/article156693899.html,,,,,,,,,,,,,,,
2617,6/16/2017,Police investigate anti-gay Bible verse carved into fence,KING5.com,Seattle,WA,http://www.king5.com/news/local/police-investigate-anti-gay-bible-verse-carved-into-fence/449757837,,,,,,,,,,,,,,,
2618,6/17/2017,"Police weigh changes after Utah shooting killed mom, son",Cache Valley Daily,Logan,Utah,http://www.cachevalleydaily.com/news/article_52619f8e-52ec-11e7-bf4b-73eca07501fd.html,,,,,,,,,,,,,,,
2619,6/17/2017,"After Dylann Roof Shooting, Hate Crime Rates Are Soaring Because of Fake News",Newsweek,,,http://www.newsweek.com/dylan-roof-massacre-racist-fake-news-sites-causing-rise-hate-crimes-626922,,,,,,,,,,,,,,,
2620,6/17/2017,"Canadians to Face Hate Crimes Charges, Prison for Anti-Transgender Speech",Christian Post,,,http://www.christianpost.com/news/canada-anti-transgender-speech-hate-crime-prison-fine-188329/,,,,,,,,,,,,,,,
