Incident number,Date,Title,Organization,City,State,URL,Hate Incident,New Incident,Day of Incident,Month of Incident,Year of Incident,Violent,Num Victims,Num Perp,Num Deaths,Issue Identity,Incident City,Incident State,Incident Type,Inc Intensity,Notes
2414,6/9/2017,Kansas Man Indicted for Hate Crime,The Atlantic,,,https://www.theatlantic.com/news/archive/2017/06/kansas-adam-purinton-indicted-hate-crime-killing-two-indian-immigrants/529905/,,,,,,,,,,,,,,,
2415,6/9/2017,"Mother, local professor reacts to Muslim hate crime in viral video",WNDU-TV,South Bend,IN,http://www.wndu.com/content/news/Daughter-of-Notre-Dame-Professor-is-one-of-those-harassed-in-Viral-Video-427547483.html,,,,,,,,,,,,,,,
2416,6/9/2017,Man Who Allegedly Shot 3 People at Kansas Bar Charged With Federal Hate Crimes,KTLA,Los Angeles,CA,http://ktla.com/2017/06/09/man-who-allegedly-shot-3-people-at-a-kansas-bar-charged-with-federal-hate-crimes/,,,,,,,,,,,,,,,
2417,6/9/2017,Lil Wayne Sued for Hate Crime After Punching Club Bouncer,Rap-Up.com,Los Angeles,CA,http://www.rap-up.com/2017/06/09/lil-wayne-sued-for-hate-crime-after-punching-club-bouncer/,,,,,,,,,,,,,,,
2418,6/9/2017,Justice Department charges Kansas man with hate crime for killing Indian immigrant,Death and Taxes,New York City,NY,https://www.deathandtaxesmag.com/333825/justice-department-charges-kansas-man-with-hate-crime-for-killing-indian-immigrant/,,,,,,,,,,,,,,,
2419,6/9/2017,Lil Wayne Accused of Committing a Hate Crime Against a White Security Guard in New Lawsuit,TheWrap,Los Angeles,CA,http://www.thewrap.com/lil-wayne-accused-of-committing-a-hate-crime-against-a-white-security-guard-in-new-lawsuit/,,,,,,,,,,,,,,,
2420,6/9/2017,Kansas man faces hate crime indictment in death of Indian citizen,WGRZ-TV,Buffalo,NY,http://www.wgrz.com/news/nation-now/kansas-man-faces-hate-crime-indictment-in-death-of-indian-citizen/447545139,,,,,,,,,,,,,,,
2421,6/9/2017,Kansan Charged With Hate Crime in Shooting of 2 Indian Men,Voice of America,,,https://www.voanews.com/a/kansas-man-charged-with-hate-crime/3894792.html,,,,,,,,,,,,,,,
2422,6/9/2017,Kansas Man Indicted on Hate Crime Charges in Shooting of Indian Immigrants,New York Times,New York,NY,https://www.nytimes.com/2017/06/09/us/indian-immigrants-kansas-hate-crime.html,,,,,,,,,,,,,,,
2423,6/9/2017,Adam Purinton indicted on hate crime charges in shooting of two Kansas men,Mic,New York,NY,https://mic.com/articles/179500/adam-purinton-indicted-on-hate-crime-charges-in-shooting-of-two-kansas-men,,,,,,,,,,,,,,,
2424,6/9/2017,Widow of Austins shooting victim says hate crime charges brought 'relief in my heart',Kansas City Star,Kansas City,MO,http://www.kansascity.com/news/local/crime/article155444334.html,,,,,,,,,,,,,,,
2425,6/9/2017,"Mayor Ted Wheeler Speaks Out on Threats Against Black Portlanders: ""This is Unconscionable.""",Willamette Week,Portland,Oregon,http://www.wweek.com/news/2017/06/09/mayor-ted-wheeler-speaks-out-on-threats-against-black-portlanders-this-is-unconscionable/,,,,,,,,,,,,,,,
2426,6/9/2017,Lil Wayne Sued for “Hate Crime” by White Club Bouncer Over 2016 Nightclub Brawl,Gossip On This,Greenville,SC,http://gossiponthis.com/2017/06/09/lil-wayne-sued-hate-crime-white-club-bouncer-over-2016-nightclub-brawl/,,,,,,,,,,,,,,,
2427,6/9/2017,Austins Bar & Grill customers react to hate crime charges in February shooting,Kansas City Star,Kansas City,MO,http://www.kansascity.com/news/local/article155460309.html,,,,,,,,,,,,,,,
2428,6/9/2017,Kansas man charged with hate crime in killing of Indian,Al Jazeera America,New York,NY,http://www.aljazeera.com/news/2017/06/kansas-man-charged-hate-crime-killing-indian-170610040127831.html,,,,,,,,,,,,,,,
2429,6/9/2017,Why is Pulse shooting not a hate crime?,Newsy,Columbia,MS,https://www.youtube.com/watch?v=zNr5_V2Bxv0,,,,,,,,,,,,,,,
2430,6/10/2017,Lil Wayne accused of hate crime against White bouncer,Rolling Out,Atlanta,GA,https://rollingout.com/2017/06/10/lil-wayne-accused-hate-crime-white-bouncer/,,,,,,,,,,,,,,,
2431,6/10/2017,Hate speech is the cost of free speech,Baltimore Sun,Baltimore,MD,http://www.baltimoresun.com/news/opinion/oped/bs-ed-umd-bias-response-20170611-story.html,,,,,,,,,,,,,,,
2432,6/10/2017,"Hate Crime Statistics: Increase In Anti-Muslim, Racial Offences Under Trump Administration",International Business Times,New York,NY,http://www.ibtimes.com/hate-crime-statistics-increase-anti-muslim-racial-offences-under-trump-administration-2548250,,,,,,,,,,,,,,,
2433,6/10/2017,Kansas shooting suspect Purinton charged with Olathe hate crime,BBC News,,,http://www.bbc.com/news/world-us-canada-40232484,,,,,,,,,,,,,,,
2434,6/10/2017,Shooting At Pulse Nightclub Isn't Considered A Hate Crime. But Why?,Newsy,Columbia,MS,https://www.newsy.com/stories/why-is-pulse-nightclub-shooting-not-a-hate-crime/,,,,,,,,,,,,,,,
2435,6/10/2017,Lil Wayne Being Sued for Hate Crime Against White Security Guard,jetlagtv.com,Spartanburg,SC,https://jetlagtv.com/2017/06/10/lil-wayne-being-sued-for-hate-crime-against-white-security-guard/,,,,,,,,,,,,,,,
2436,6/10/2017,For Those We Lost And Those Who Survived: The Pulse Massacre One Year Later,HuffPost,New York,NY,http://www.huffingtonpost.com/entry/pulse-massacre-one-year-later_us_593575cee4b075bff0f5610c,,,,,,,,,,,,,,,
2437,6/10/2017,Man hospitalized after McDonald's brawl in possible hate crime,KEPR 19,Pasco,WA,http://keprtv.com/news/local/police-man-hospitalized-after-mcdonalds-brawl-in-possible-hate-crime,,,,,,,,,,,,,,,
2438,6/10/2017,Anti-Muslim rallies across US denounced by civil rights groups,The Guardian,,,https://www.theguardian.com/us-news/2017/jun/10/anti-muslim-rallies-across-us-denounced-by-civil-rights-groups,,,,,,,,,,,,,,,
2439,6/10/2017,Our Message Against Anti-Muslim Hate On San Bernardino's Hallowed Ground,HuffPost,New York,NY,http://www.huffingtonpost.com/entry/our-message-against-anti-muslim-hate-on-san-bernardinos_us_593bf78be4b014ae8c69e0c7,,,,,,,,,,,,,,,
2440,6/10/2017,New York City Refuses To Be Divided By Hate Group March,HuffPost,New York,NY,http://www.huffingtonpost.com/entry/new-york-city-refuses-to-be-divided-by-hate-group-march_us_593c07e2e4b0b13f2c6af3b9,,,,,,,,,,,,,,,
2441,6/10/2017,"Bouncer Sues Lil Wayne for Assault, Alleges It Was a 'Hate Crime'",Complex,New York,NY,https://www.youtube.com/watch?v=-vpMJZYguLY,,,,,,,,,,,,,,,
2442,6/10/2017,"Bouncer Sues Lil Wayne For Assault, Alleges It Was Hate Crime",Hip-Hop Wired,Atlanta,GA,http://hiphopwired.com/545322/bouncer-sues-lil-wayne-assault-alleges-hate-crime/,,,,,,,,,,,,,,,
2443,6/10/2017,Keith Ellison Slams Trump For Inspiring Wave Of Anti-Muslim Violence And Rallies,PoliticusUSA,Indiana,PA,http://www.politicususa.com/2017/06/10/keith-ellison-slams-trump-inspiring-wave-anti-muslim-violence-rallies.html,,,,,,,,,,,,,,,
2444,6/10/2017,"Adam Purinton, 52, charged with federal hate crime charges over deadly Kansas bar rampage",Washington Times,Washington,DC,http://www.washingtontimes.com/news/2017/jun/10/adam-purinton-shooting-suspect-charged-hate-crimes/,,,,,,,,,,,,,,,
2445,6/10/2017,Lil Wayne Accused of Committing Hate Crime Against White Security Guard,The BoomBox,New York,NY,http://theboombox.com/lil-wayne-accused-committing-hate-crime-white-security-guard/,,,,,,,,,,,,,,,
2446,6/10/2017,Cricket tournament honors Olathe hate crime victim,KSHB,Kansas City,MO,http://www.kshb.com/news/local-news/cricket-tournament-honors-olathe-hate-crime-victim,,,,,,,,,,,,,,,
2447,6/10/2017,Police investigating racist message spray-painted on car as possible hate crime,KOCO Oklahoma City,Oklahoma City,OK,http://www.koco.com/article/police-investigating-racist-message-spray-painted-on-car-as-possible-hate-crime/10005568,,,,,,,,,,,,,,,
2448,6/10/2017,Kansas Man Charged with Hate Crime for Shooting 2 Indian Men in US,http://www.newsgram.com/,,,https://www.newsgram.com/man-from-kansas-us-charged-with-hate-crime-for-shooting-2-indian-men/,,,,,,,,,,,,,,,
2449,6/10/2017,Man charged with killing Indian engineer now faces hate crime counts,UPI.com,,,https://www.upi.com/Man-charged-with-killing-Indian-engineer-now-faces-hate-crime-counts/9691497121828/,,,,,,,,,,,,,,,
2450,6/10/2017,Lil Wayne Sued For Allegedly Committing Hate Crime Against White Security Guard,Vibe,New York,NY,https://www.vibe.com/2017/06/lil-wayne-sued-by-security-guard-hate-crime/,,,,,,,,,,,,,,,
2451,6/10/2017,"Since Trump election, hate crimes seemed to increase: Letter",Poughkeepsie Journal,Poughkeepsie,NY,http://www.poughkeepsiejournal.com/story/opinion/letters/2017/06/10/since-trump-election-hate-crimes-seemed-increase-letter/378849001/,,,,,,,,,,,,,,,
2452,6/10/2017,Kansas Man Charged With Hate Crime in Killing Indian National,Newsmax,West Palm Beach,FL,http://www.newsmax.com/US/indian-man-hate-crime-kansas-kansas-man/2017/06/10/id/795315/,,,,,,,,,,,,,,,
2453,6/10/2017,"Anti-Muslim Hate Marches Across US Draw Violence, Arrests",HuffPost,New York,NY,http://www.huffingtonpost.com/entry/anti-muslim-hate-marches-across-us-draw-violence-arrests_us_593c5971e4b0c5a35ca01d01,,,,,,,,,,,,,,,
2454,6/10/2017,William Boucher Starbucks racist rant 'Shut up slave!',scallywagandvagabond,New York,New York,https://scallywagandvagabond.com/2017/06/william-billy-boucher-chicago-starbucks-racist-rant-slave/,,,,,,,,,,,,,,,
2455,6/10/2017,Chris Hedges and Cartoonist Joe Sacco on Religious Extremism and Hate Crimes in the US (Video),Truthdig,Los Angeles,CA,http://www.truthdig.com/avbooth/item/chris_hedges_and_award-winning_cartoonist_joe_sacco_20170610,,,,,,,,,,,,,,,
2456,6/10/2017,Guy Allegedly Punched in the Face By Lil Wayne is Calling It a Hate Crime,massappeal.com,New York,NY,https://massappeal.com/lil-wayne-hyde-nightclub-bouncer-hate-crime/,,,,,,,,,,,,,,,
2457,6/10/2017,Kuchibhotla's widow opens up after Olathe shooting labeled a hate crime,fox4kc.com,Kansas City,Missouri,http://fox4kc.com/2017/06/10/kuchibhotlas-widow-opens-up-after-olathe-shooting-labeled-a-hate-crime/,,,,,,,,,,,,,,,
2458,6/10/2017,Rocker Courtney Love calls Palestinian activist Linda Sarsour an anti-Semitic terrorist,The Jewish Standard,,,http://jewishstandard.timesofisrael.com/rocker-courtney-love-calls-palestinian-activist-linda-sarsour-an-anti-semitic-terrorist/,,,,,,,,,,,,,,,
2459,6/11/2017,"Alan Miller: Rushing to judgment is irresponsible, dangerous",The Columbus Dispatch,Columbus,OH,http://www.dispatch.com/news/20170611/alan-miller-rushing-to-judgment-is-irresponsible-dangerous,,,,,,,,,,,,,,,
2460,6/11/2017,Democrats Want to Ban Gun Sales to Americans Who Commit Hate Crimes,Newsweek,,,http://www.newsweek.com/democrats-ban-gun-sales-commit-hate-crimes-623847,,,,,,,,,,,,,,,
2461,6/11/2017,Two more arrests in hate group kidnapping,Russellville Courier,Russellville,AR,http://couriernews.com/view/full_story/27431447/article-Two-more-arrests-in-hate-group-kidnapping?,,,,,,,,,,,,,,,
2462,6/11/2017,White bouncer accuses Lil Wayne of racially motivated hate crime,The Grio,New York,NY,http://thegrio.com/2017/06/11/white-bouncer-accuses-lil-wayne-of-racially-motivated-hate-crime/,,,,,,,,,,,,,,,
2463,6/11/2017,Being Sikh in Trump's America: 'You have to go out of your way to prove you're not a threat',Los Angeles Times,Los Angeles,CA,http://www.latimes.com/local/california/la-me-trump-sikhs-20170509-htmlstory.html,,,,,,,,,,,,,,,
2464,6/11/2017,Police investigating shooting at San Leandro church as hate crime,KGO-TV,San Francisco,CA,http://abc7news.com/news/hate-crime-investigation-after-shooting-at-church-/2084362/,,,,,,,,,,,,,,,
2465,6/11/2017,The hate crime I survived,Salon,,,http://www.salon.com/2017/06/11/the-hate-crime-i-survived/,,,,,,,,,,,,,,,
2466,6/11/2017,Austins shooting victims honored by 'band of brothers' at weekend cricket tournament,Kansas City Star,Kansas City,MO,http://www.kansascity.com/news/local/article155599579.html,,,,,,,,,,,,,,,
2467,6/11/2017,Caught on tape: Suspects involved in Springs synagogue hate crime,KRDO,Colorado Springs,CO,http://www.krdo.com/news/top-stories/caught-on-tape-suspects-involved-in-springs-synagogue-hate-crime/536563752,,,,,,,,,,,,,,,
2468,6/11/2017,CSPD investigating synagogue vandalism as hate crime,KOAA.com Colorado Springs and Pueblo News,Colorado Springs,Colorado,http://www.koaa.com/story/35639710/police-investigating-colorado-springs-synagogue-vandalism-as-hate-crime,,,,,,,,,,,,,,,
2469,6/11/2017,DJ Jasmine Infiniti Was the Victim of a Possible Hate Crime Saturday,Papermag,New York,NY,http://www.papermag.com/dj-jasmine-infiniti-was-reportedly-the-victim-of-a-possible-hate-crime-2439514744.html,,,,,,,,,,,,,,,
2470,6/11/2017,2016 Was the Deadliest Year Ever for LGBT Americans,Daily Beast,New York,NY,http://www.thedailybeast.com/2016-was-the-deadliest-year-ever-for-lgbt-americans,,,,,,,,,,,,,,,
2471,6/11/2017,"Hate crimes, honour killings and FGM: how The Handmaid's Tale captures our age of fear",The Guardian,,,https://www.theguardian.com/tv-and-radio/2017/jun/12/the-handmaids-tale-hate-crimes-gender-treachery,,,,,,,,,,,,,,,
2472,6/11/2017,"Another Sikh American targeted for hate in NYC; Punjab premier tweets concerns to Trump, Modi, and Swaraj",The American Bazaar,Washington,DC,https://www.americanbazaaronline.com/2017/06/12/another-sikh-americans-targeted-hate-nyc-punjab-premier-tweets-concerns-trump-modi-swaraj/,,,,,,,,,,,,,,,
2473,6/12/2017,2016 was the deadliest year on record for the LGBTQ community,USA TODAY,,,https://www.usatoday.com/story/news/nation/2017/06/12/2016-deadliest-year-lgbtq-pulse/373840001/,,,,,,,,,,,,,,,
2474,6/12/2017,"NCAVP Report on Hate Violence Against Lesbian, Gay, Bisexual, Transgender, Queer and HIV-Affected Communities Released Today",avp.org,New York,NY,https://avp.org/ncavp-report-hate-violence-lesbian-gay-bisexual-transgender-queer-hiv-affected-communities-released-today/,,,,,,,,,,,,,,,
2475,6/12/2017,Violence against the LGBTQ community has risen sharply in the Donald Trump era,Mashable,San Francisco,CA,http://mashable.com/2017/06/12/lgbtq-violence-2016-how-to-help/,,,,,,,,,,,,,,,
2476,6/12/2017,Lawsuit claims attack on black teen in Gloucester was racially motivated,Daily Press,Newport News,VA,http://www.dailypress.com/news/crime/dp-lawsuit-claims-attack-on-black-teen-in-gloucester-was-racially-motivated-20170612-story.html,,,,,,,,,,,,,,,
2477,6/12/2017,My Son Was Killed At The Pulse Nightclub; These Hate Crimes Need To End,Refinery29,New York,NY,http://www.refinery29.com/2017/06/158590/pulse-nightclub-shooting-everytown-oped,,,,,,,,,,,,,,,
2478,6/12/2017,Lil Wayne Is Reportedly Being Sued for a Hate Crime Against a White Security Guard,BET,Washington,DC,http://www.bet.com/music/2017/06/12/lil-wayne-hate-crime-white-security-guard.html,,,,,,,,,,,,,,,
2479,6/12/2017,"Tampa Police Offer 'Safe Place' to Victims of Hate, Bullying",TB Reporter,,,http://www.tbreporter.com/public-safety/tampa-police-offer-safe-place-victims-hate-bullying/,,,,,,,,,,,,,,,
2480,6/12/2017,Police investigating after anti-Israel sticker posted on door of Jewish center,FOX21News.com,Colorado Springs,CO,http://fox21news.com/2017/06/12/police-investigating-after-anti-israel-sticker-posted-on-door-of-jewish-center/,,,,,,,,,,,,,,,
2481,6/12/2017,"We Prayed For Orlando. Now, Let's Never Forget Orlando",HuffPost,New York,NY,http://www.huffingtonpost.com/entry/we-prayed-for-orlando-now-lets-not-forget-orlando_us_593ebdb3e4b0b13f2c6cb3ce,,,,,,,,,,,,,,,
2482,6/12/2017,Why Anti-LGBTQ Homicides Reached an All-Time High in 2016,Newsweek,,,http://www.newsweek.com/2016-was-deadliest-year-lgbtq-people-records-began-20-years-ago-624441,,,,,,,,,,,,,,,
2483,6/12/2017,2016 Was The Deadliest Year On Record For LGBTQ Americans,Refinery29,New York,NY,http://www.refinery29.com/2017/06/158606/lgbtq-violence-2016-report,,,,,,,,,,,,,,,
2484,6/12/2017,New Report On LGBTQ And HIV-Affected Hate Shines Light On Dangers Queer People Face,HuffPost,New York,NY,http://www.huffingtonpost.com/entry/today-we-honor-those-we-lost-and-commit-to-fight-for_us_593ec28fe4b0b65670e56cb6,,,,,,,,,,,,,,,
2485,6/12/2017,"The Pulse Shooting Changed Our World, But We Are Still Here",HuffPost,New York,NY,http://www.huffingtonpost.com/entry/remembering-the-attack-on-pulse-nightclub-one-year-on_us_593ec309e4b02402687b9daf,,,,,,,,,,,,,,,
2486,6/12/2017,Tampa police partner with businesses on safe place for hate crime victims,Tampabay.com,St. Petersburg,FL,http://www.tampabay.com/news/publicsafety/tampa-police-partner-with-businesses-on-safe-place-for-hate-crime-victims/2327000,,,,,,,,,,,,,,,
2487,6/12/2017,Police Seek Suspects In Transphobic Bushwick Attack That Left Two Hospitalized,Gothamist,New York,New York,http://gothamist.com/2017/06/12/transgender_women_attacked_bushwick.php,,,,,,,,,,,,,,,
2488,6/12/2017,"Adam Purinton Charged With Hate Crime in Shooting of Indian American Engineers Srinivas Kuchibhotla, Alok Madasani",India West,San Leandro,CA,http://www.indiawest.com/news/global_indian/adam-purinton-charged-with-hate-crime-in-shooting-of-indian/article_7b6201c2-4f9e-11e7-a2d3-131626fe0f7d.html,,,,,,,,,,,,,,,
2489,6/12/2017,Hate Crime,Federal Bureau of Investigation,Washington,DC,https://www.fbi.gov/news/stories/historic-hate-crime-sentencing,,,,,,,,,,,,,,,
2490,6/12/2017,Bill To Shield Cabbies from On-the-Job Attacks Gets State Senate Backing,DNAinfo,New York,NY,https://www.dnainfo.com/new-york/20170612/washington-heights/taxi-cab-drivers-hate-crimes-marisol-alcantara,,,,,,,,,,,,,,,
2491,6/12/2017,Man Who Killed Srinivas Kuchibhotla Indicted for Hate Crimes,ColorLines magazine,Oakland,CA,http://www.colorlines.com/articles/man-who-killed-srinivas-kuchibhotla-indicted-hate-crimes,,,,,,,,,,,,,,,
2492,6/12/2017,Lil Wayne Allegedly Committed Hate Crime Against White Security Guard,Parle Magazine,,,https://www.parlemag.com/2017/06/lil-wayne-sued-white-security-guard/,,,,,,,,,,,,,,,
2493,6/12/2017,Bronx mosque targeted three times by pellet gun shooter in possible hate crime,New York Daily News,New York,NY,http://www.nydailynews.com/new-york/bronx/bronx-mosque-targeted-times-pellet-gun-shooter-article-1.3241704,,,,,,,,,,,,,,,
2494,6/12/2017,Tampa police team up with local businesses to protect victims of hate crimes,WFLA,Tampa,Florida,http://wfla.com/2017/06/12/tampa-police-team-up-with-local-businesses-to-protect-victims-of-hate-crimes/,,,,,,,,,,,,,,,
2495,6/12/2017,NAACP leader seeks Justice Dept. probe into possible hate crime,wpta21.com,Grabill,IN,http://www.wpta21.com/story/35647298/naacp-leader-seeks-justice-dept-probe-into-possible-hate-crime,,,,,,,,,,,,,,,
2496,6/12/2017,Woman gets 9 years for attack outside San Francisco gay club,SFGate,San Francisco,CA,http://www.sfgate.com/crime/article/Woman-gets-9-years-for-attack-outside-San-11214583.php,,,,,,,,,,,,,,,
2497,6/12/2017,Residents say racially-motivated incidents happening in Biltmore Park,WLOS,Asheville,NC,http://wlos.com/news/local/reports-of-racially-motivated-crimes-hits-biltmore-park-neighborhood,,,,,,,,,,,,,,,
2498,6/12/2017,18-Year-Old Long Beach Gang Member Sentenced For Hate Crime Attack,Gazette Newspapers,Long Beach,CA,http://www.gazettes.com/news/year-old-long-beach-gang-member-sentenced-for-hate-crime/article_49ac5420-4fc6-11e7-bd17-8bf0722730eb.html,,,,,,,,,,,,,,,
2499,6/12/2017,Remembering the Pulse Nightclub Tragedy: 1 Year Later,The Root,Washington DC,,http://www.theroot.com/remembering-the-pulse-nightclub-tragedy-one-year-later-1796013081,,,,,,,,,,,,,,,
2500,6/12/2017,Mosque shot at by pellet gun at least 3 times in possible hate crime in Bronx,WABC-TV,New York,NY,http://abc7ny.com/news/mosque-shot-at-by-pellet-gun-in-possible-hate-crime-in-bronx/2089657/,,,,,,,,,,,,,,,
2501,6/12/2017,Talking to Our Kids About Hate Crimes,parentmap.com,Puyallup,WA,https://www.parentmap.com/article/hate-crimes-how-talk-family,,,,,,,,,,,,,,,
2502,6/12/2017,Overlooking Homegrown Terror In The Wake Of A Racist America,HuffPost,New York,NY,http://www.huffingtonpost.com/entry/overlooking-homegrown-terror-in-the-wake-of-a-racist_us_59332f75e4b0649fff2119ce,,,,,,,,,,,,,,,
2503,6/12/2017,"Gang member sentenced in Long Beach stabbing, hate crime",Long Beach Press Telegram,Long Beach,CA,http://www.presstelegram.com/article/LB/20170612/NEWS/170619858,,,,,,,,,,,,,,,
2504,6/12/2017,Woman who threatened gay club patrons in San Francisco gets jail sentence,KGO-TV,San Francisco,CA,http://abc7news.com/news/woman-sentenced-for-threatening-gay-club-patrons-in-san-francisco/2090214/,,,,,,,,,,,,,,,
2505,6/12/2017,"Hate-crime victims get ""Safe Place"" in Tampa; police, local businesses partner for program",ABC Action News,Tampa,Florida,http://www.abcactionnews.com/news/region-tampa/hate-crime-victims-get-safe-place-in-tampa-police-local-businesses-partner-for-program,,,,,,,,,,,,,,,
2506,6/13/2017,"Florida city, businesses helps hate crime victims",WTSP 10 News,Tampa,Florida,http://www.wtsp.com/news/local/hillsboroughcounty/florida-city-businesses-helps-hate-crime-victims/448246441,,,,,,,,,,,,,,,
2507,6/13/2017,"Tampa ""Safe Place"" program combats hate crime",ABC Action News,Tampa,Florida,https://www.youtube.com/watch?v=HRq7wqUDPzQ,,,,,,,,,,,,,,,
2508,6/13/2017,Help document hate crimes in Oregon,OregonLive.com,Portland,OR,http://www.oregonlive.com/data/2017/06/documenting_hate_crimes_oregon.html,,,,,,,,,,,,,,,
2509,6/13/2017,Hoax Discovery On Rural Minnesota Campus Hasn't Stopped Cries Of 'Racism',The Federalist,Towson,MD,http://thefederalist.com/2017/06/13/hoax-discovery-rural-minnesota-campus-hasnt-stopped-cries-racism/,,,,,,,,,,,,,,,
2510,6/13/2017,Trans women DJ Jasmine Infiniti and London Jade assaulted in Brooklyn,Mic,New York,NY,https://mic.com/articles/179695/trans-women-dj-jasmine-infiniti-and-london-jade-assaulted-in-brooklyn,,,,,,,,,,,,,,,
2511,6/13/2017,Congresswoman Barbara Lee: Resisting The Rise Of Hatred In The Era Of Trump,Essence.com,New York,NY,http://www.essence.com/news/congresswoman-barbara-lee-rise-hate-crimes-trump-presidency,,,,,,,,,,,,,,,
2512,6/13/2017,University of Maryland students demand 'hate speech' be classified as 'cult activity',altrighttv.com,Sterling Heights,MI,http://altrighttv.com/2017/06/13/2014/,,,,,,,,,,,,,,,
2513,6/13/2017,"Tampa Police Works with Businesses, Schools and Communities to Help Hate Crime Victims",SouthFloridaGayNews.com,Wilton Manors,Florida,http://southfloridagaynews.com/State/tampa-police-works-with-businesses-schools-and-communities-to-help-hate-crime-victims.html,,,,,,,,,,,,,,,
2514,6/13/2017,"AVP learns of an anti-transgender attack in Bushwick, Brooklyn",avp.org,New York,NY,https://avp.org/avp-learns-anti-transgender-attack-bushwick-brooklyn/,,,,,,,,,,,,,,,
2515,6/13/2017,Someone Keeps Shooting At A Bronx Mosque With A Pellet Gun,Gothamist,New York,New York,http://gothamist.com/2017/06/13/sniper_shooting_mosque_bronx.php,,,,,,,,,,,,,,,
2516,6/13/2017,Trial Begins for Indiana Man Accused of Killing Veteran,U.S. News & World Report,Washington,DC,https://www.usnews.com/news/best-states/indiana/articles/2017-06-13/trial-begins-for-indiana-man-accused-of-killing-veteran,,,,,,,,,,,,,,,
2517,6/13/2017,A Popular DJ & Producer Was Reportedly the Victim of a Transphobic Attack This Weekend in Bushwick,bushwickdaily.com,New York,NY,http://bushwickdaily.com/bushwick/categories/news/4764-dj-jasmine-infiniti-was-reportedly-the-victim-of-a-transphobic-attack-this-weekend-in-bushwick,,,,,,,,,,,,,,,
2518,6/13/2017,Manson landowner charged with hate-crime harassment,The Daily Herald,Everett,WA,https://www.heraldnet.com/news/manson-landowner-charged-with-hate-crime-harassment/,,,,,,,,,,,,,,,
2519,6/13/2017,How the European Union Is Fighting Anti-Semitic Hate Speech,HuffPost,New York,NY,https://www.youtube.com/watch?v=DhEml3nat-A,,,,,,,,,,,,,,,
2520,6/13/2017,"Attorney Describes Beating of Gay Man at Missoula Club, Says Client is Still 'Laid-Up' From Injuries",Newstalkkgvo,Missoula,Montana,http://newstalkkgvo.com/attorney-describes-beating-of-gay-man-at-missoula-club-says-client-is-still-laid-up-from-injuries/,,,,,,,,,,,,,,,
2521,6/13/2017,A French Jew's killing provides a test for the new Macron administration,Jewish Telegraphic Agency,New York,NY,http://www.jta.org/2017/06/13/news-opinion/world/a-french-jews-killing-provides-a-test-for-the-new-macron-administration,,,,,,,,,,,,,,,
2522,6/13/2017,"Thunder Bay has the highest rate of hate crimes in Canada, new data shows",VICE News,Brooklyn,New York,https://news.vice.com/story/thunder-bay-has-the-highest-rate-of-hate-crimes-in-canada-new-data-shows,,,,,,,,,,,,,,,
2523,6/13/2017,A Sadder Pride Because Of Washington Inaction,HuffPost,New York,NY,http://www.huffingtonpost.com/entry/a-sadder-pride-because-of-washington-inaction_us_59405935e4b09ad4fbe3e9ca,,,,,,,,,,,,,,,
2524,6/13/2017,Trump 'cares' about anti-LGBTQ hate crimes—except when his supporters commit them,The Daily Dot,Austin,TX,https://www.dailydot.com/layer8/trump-anti-lgbtq-hate-crimes/,,,,,,,,,,,,,,,
2525,6/13/2017,There's Been A Steady Increase In Hate Crimes Against Muslims In Canada,BuzzFeed News,New York,NY,https://www.buzzfeed.com/ishmaeldaro/hate-crimes-canada-2015,,,,,,,,,,,,,,,
2526,6/13/2017,Minnesota man sentenced to 39 years in prison for hate crime,Arab American News,Dearbom,MI,http://www.arabamericannews.com/2017/06/13/minnesota-man-sentenced-to-39-years-in-prison-for-hate-crime/,,,,,,,,,,,,,,,
2527,6/13/2017,Sask. among provinces with the lowest reported hate crimes,phoenixnewsinfo.com,Phoenix,AZ,http://phoenixnewsinfo.com/sask-among-provinces-with-the-lowest-reported-hate-crimes/,,,,,,,,,,,,,,,
2528,6/13/2017,"Gay Dude Tries Hooking Up Butterball Buddy With Jr. Bangshow, She Declines, He Flips Out, Gets Kicked Out, Runs To NECN For Interview About “Hate Crime”",turtleboysports.com,Framingham,MA,http://turtleboysports.com/gay-dude-tries-hooking-up-butterball-buddy-with-jr-bangshow-she-declines-he-flips-out-gets-kicked-out-runs-to-necn-for-interview-about-hate-crime/,,,,,,,,,,,,,,,
2529,6/13/2017,Oregon white supremacist expert explains the changing landscape of hate groups,OregonLive.com,Portland,OR,http://www.oregonlive.com/portland/index.ssf/2017/06/oregon_white_supremacist_exper.html,,,,,,,,,,,,,,,
2530,6/13/2017,So much fake hate during the 2016-17 school year: a best-of list,The College Fix,Hillsdale,MI,https://www.thecollegefix.com/post/33530/,,,,,,,,,,,,,,,
2531,6/13/2017,Muslim airport employee harassed by Trump supporter: “Trump is here now”,RedStateDisaster,,,https://redstatedisaster.com/muslim-airport-employee-harassed-trump-supporter-trump-now-186,,,,,,,,,,,,,,,
2532,6/14/2017,Is Criticizing Israel Anti-Semitic?,WhoWhatWhy / RealNewsProject,,,https://whowhatwhy.org/2017/06/14/criticizing-israel-anti-semitic/,,,,,,,,,,,,,,,
2533,6/14/2017,Bill is reintroduced to fund database on LGBT violence and suicides,Talk Media News,,,http://www.talkmedianews.com/featured/2017/06/14/bill-reintroduced-fund-database-lgbt-violence-suicides/,,,,,,,,,,,,,,,
